date,latitude,longitude,occurrence
2023-01-01,73.63520757809732,-66.99998946162592,1.3502185866919858
2023-01-01,-68.19498370841426,68.66198165081897,-0.5645839399107471
2023-01-01,85.7173869214073,-62.488875052620386,1.459128673309602
2023-01-01,-12.637660978042234,15.916194213894045,0.7428791664718385
2023-01-01,15.07971673693433,-137.47558927823675,-0.4768267307807393
2023-01-01,-45.397018825456456,145.84413740084784,-1.5395028368859098
2023-01-01,-9.765732320157213,-81.44857559603744,-0.020923094116302332
2023-01-01,51.993737058757546,110.95551080121584,0.4303005193395691
2023-01-01,6.982472014968934,113.1212139300261,-0.2711119593583483
2023-01-01,21.629033152346736,139.46932690948182,-0.3914625314069489
2023-01-01,80.88991376020161,95.44802680367633,0.8924431636698856
2023-01-01,71.76437118614149,113.24278206295736,0.5551495385805119
2023-01-01,-87.94035349544086,-120.01349895994122,-1.4995579769658973
2023-01-01,-50.381513022506155,-7.899641709268195,0.22020279038608237
2023-01-01,31.92175962684159,47.180339085600934,1.2084537586017
2023-01-01,-22.128807579217522,-123.37331565503447,-0.9267819291871288
2023-01-01,64.2473447341676,-132.3439069797528,0.22709899385268784
2023-01-01,-83.12373699405647,-64.17025926952674,-0.5571086555816509
2023-01-01,83.6527494679535,-22.160884575617217,1.9199984403398511
2023-01-01,-30.59175826364384,-6.0738708386023745,0.4854687047176175
2023-01-01,-62.18628868549017,-140.08720090217554,-1.6514911815796252
2023-01-01,80.25882773761143,35.15780347973808,1.8031513403309
2023-01-01,-1.0374427783168443,-27.02403390168419,0.8727102071892266
2023-01-01,-70.7600607563076,-16.946183011545543,0.012432056716761397
2023-01-01,-26.149970844838286,177.1513405293028,-1.4394865129733336
2023-01-01,-54.400177279677266,131.8102087715297,-1.4797678483020706
2023-01-01,-46.966610041323804,-129.45896872964664,-1.366481605990221
2023-01-01,14.81078248560135,-156.38947560614878,-0.6606614760772394
2023-01-01,-36.065726262692046,-126.66769026720485,-1.1858858425487795
2023-01-01,-31.587646042588645,99.16040221357923,-0.6830011748793654
2023-01-01,7.070782959905827,41.65735721337023,0.8702285151656567
2023-01-01,67.38261653414213,-171.0499087421706,-0.0647306516119277
2023-01-01,-51.37525159807467,50.719041089389094,-0.1481272527147366
2023-01-01,-29.802550113748453,109.0969222534323,-0.8241797218017954
2023-01-01,-59.992888456259394,-12.369824250969742,0.11082189952183219
2023-01-01,-1.9447049046501093,-106.2113077101755,-0.31311560809536765
2023-01-01,-4.708644191174116,-78.29581440059233,0.12076995950273417
2023-01-01,11.546982371406244,158.2070871226083,-0.7283603529231006
2023-01-01,80.26482163398828,-129.29438333946317,0.3522948238477197
2023-01-01,1.9728912402273124,-126.01797262944484,-0.5536123531604685
2023-01-01,-57.80356975092628,-174.55421888458204,-1.8417128160831477
2023-01-01,67.39913174021027,-20.855301795041328,1.8576868857284583
2023-01-01,-1.7720756482728888,50.88158155980986,0.6000016206236634
2023-01-01,64.9748922824908,25.518423066307747,1.8085693132790668
2023-01-01,-34.598756247520384,12.3684265718569,0.4089645855211653
2023-01-01,84.30148810630982,42.87876909914223,1.7278532382045748
2023-01-01,-23.502536754820014,-84.3056006801596,-0.29956718883630845
2023-01-01,-73.05089520401187,145.56164332303814,-1.7812991852564084
2023-01-01,-59.71002560905524,5.435386951742828,0.1320198320858027
2023-01-01,-42.54759427247163,84.91591737153914,-0.5875848308759409
2023-01-01,13.025334987284353,66.52220841318322,0.6237754556517718
2023-01-01,37.77871772961477,78.8668029249065,0.8057040051470548
2023-01-01,55.32918165511413,-32.87668706547018,1.6622746834347644
2023-01-01,46.5553715183884,67.63944186699226,1.1064731060296444
2023-01-01,-72.9744611364805,117.53072798159405,-1.4183985946717235
2023-01-01,-86.66582664688657,167.30182571938718,-1.9738488545053068
